Date_quarter,Date,sp500,vix,cpi,pop16,hours,priv_emp,wti,gs2,nfci,epu,gdp,inv,unrate,GPRD,GPRD_ACT,GPRD_THREAT,t10Y2Y,t10Y3M,payems
2016,2016-01-01,1951.22491355021,20.4862295081967,237.689333333333,252580.666666667,98.03,121283,33.1833333333333,0.836666666666667,-0.326331538461538,144.556426251722,19001.69,3301.09,4.9,107.629120879121,115.445494505495,101.925824175824,1.07803278688525,1.62377049180328,143426.333333333
2016.25,2016-04-01,2075.13140678406,15.6759375,239.590333333333,253180,98.281,121779.333333333,45.4066666666667,0.773333333333333,-0.37679,142.197283845161,19062.709,3287.033,4.93333333333333,85.6105494505495,92.0478021978022,80.9018681318682,0.97890625,1.49078125,143967
2016.5,2016-07-01,2162.05686950684,13.23390625,240.607333333333,253855,98.761,122417.666666667,44.85,0.726666666666667,-0.351827857142857,119.229187231085,19197.938,3301.079,4.9,104.791630434783,128.795,89.8610869565217,0.83625,1.26609375,144716.333333333
2016.75,2016-10-01,2184.87855747768,14.0979365079365,242.134666666667,254534.333333333,98.848,122927,49.1366666666667,1.00666666666667,-0.414464615384615,174.530079590052,19304.352,3391.749,4.76666666666667,90.5298913043478,99.6389130434783,85.4845652173913,1.12918032786885,1.70540983606557,145219
2017,2017-01-01,2325.92789976059,11.691935483871,243.838666666667,254247.333333333,99.194,123491.333333333,51.7666666666667,1.24,-0.485935384615385,175.809347417068,19398.343,3382.703,4.56666666666667,105.270333333333,98.9322222222222,110.046444444444,1.20225806451613,1.84048387096774,145815
2017.25,2017-04-01,2397.97093563988,11.4263492063492,244.12,254770.666666667,99.823,124031.666666667,48.24,1.29333333333333,-0.534492307692308,136.067680836519,19506.949,3435.929,4.36666666666667,114.330549450549,115.426153846154,112.834395604396,0.963333333333333,1.35285714285714,146379
2017.5,2017-07-01,2467.17462642609,10.9442857142857,245.287,255356.666666667,100.05,124560.333333333,48.1633333333333,1.36333333333333,-0.569780769230769,131.872685344843,19660.766,3493.166,4.33333333333333,119.150760869565,88.7544565217392,142.338586956522,0.878730158730159,1.18746031746032,146899.333333333
2017.75,2017-10-01,2603.27731662327,10.3079365079365,247.238333333333,255941.333333333,100.678,124974,55.3666666666667,1.69666666666667,-0.603086923076923,125.832903998165,19882.352,3558.859,4.16666666666667,89.8909782608696,71.8642391304348,104.564347826087,0.677096774193548,1.14483870967742,147348.666666667
2018,2018-01-01,2733.47672259221,17.3547540983607,249.321666666667,256937,101.265,125591.333333333,62.8866666666667,2.16333333333333,-0.563016923076923,154.272884339958,20044.077,3612.936,4.03333333333333,89.796,65.1624444444445,109.577888888889,0.598032786885246,1.17639344262295,147998
2018.25,2018-04-01,2703.13124465943,15.3375,250.679,257456,101.762,126248.666666667,68.0333333333333,2.47333333333333,-0.545116153846154,145.238284869002,20150.476,3612.389,3.93333333333333,115.888571428571,71.0348351648351,149.465714285714,0.44359375,1.0459375,148707
2018.5,2018-07-01,2849.60143074157,12.8568253968254,251.686333333333,258066.333333333,102.206,126759.666666667,69.7566666666667,2.67333333333333,-0.580477692307692,137.383879870034,20276.154,3722.248,3.76666666666667,99.1264130434783,67.7194565217391,121.208043478261,0.257936507936508,0.849206349206349,149219
2018.75,2018-10-01,2698.92682756697,21.0536507936508,252.711,258703.333333333,102.529,127163,59.0766666666667,2.8,-0.501143076923077,175.877914493684,20304.874,3724.752,3.83333333333333,86.4028260869566,58.6470652173913,106.375217391304,0.238360655737705,0.684426229508197,149650.666666667
2019,2019-01-01,2721.00441854508,16.47,253.385666666667,258389.333333333,102.56,127605.666666667,54.8266666666667,2.48333333333333,-0.548227692307692,196.13564178726,20431.641,3755.53,3.86666666666667,88.2405555555556,60.2064444444445,109.461,0.167868852459016,0.214426229508197,150139.666666667
2019.25,2019-04-01,2882.32776460194,15.1830158730159,255.247333333333,258863.666666667,102.88,128089.333333333,59.7833333333333,2.12,-0.596176923076923,159.511966589706,20602.275,3790.049,3.63333333333333,95.9017582417583,57.6218681318682,122.062747252747,0.210952380952381,-0.0158730158730159,150684.333333333
2019.5,2019-07-01,2957.83640670777,15.96015625,256.089333333333,259431.666666667,103.175,128540.666666667,56.37,1.68666666666667,-0.549379230769231,225.636363103013,20843.322,3819.94,3.6,97.26,63.774347826087,121.706195652174,0.11203125,-0.228125,151157.333333333
2019.75,2019-10-01,3082.75561141968,13.98578125,257.888,260015.333333333,102.938,128939.333333333,56.9566666666667,1.59,-0.55564,173.498886394046,20985.448,3770.431,3.6,80.4823913043479,60.874347826087,94.5456521739131,0.200806451612903,0.184354838709677,151641
2020,2020-01-01,3055.86918394027,31.2245161290323,258.817666666667,259629.333333333,101.427,128917.666666667,45.7566666666667,1.1,-0.349743846153846,268.908562638055,20693.238,3673.842,3.83333333333333,99.9762637362638,68.6325274725275,126.47956043956,0.283548387096774,0.260967741935484,151739.333333333
2020.25,2020-04-01,2931.6855546255,34.4936507936508,256.292,260049,87.551,112140.333333333,27.8066666666667,0.193333333333333,-0.0795069230769231,401.716084188206,19056.617,3162.976,13,70.2817582417582,46.9962637362638,84.7069230769231,0.493968253968254,0.545396825396825,133711.666666667
2020.5,2020-07-01,3319.83407211304,25.80890625,259.221666666667,260557.666666667,94.767,118800.333333333,40.8933333333333,0.14,-0.483350769230769,314.65821425993,20548.793,3747.725,8.8,72.0495652173913,37.7642391304348,95.9332608695652,0.5096875,0.5371875,140614.666666667
2020.75,2020-10-01,3554.50109100342,25.62171875,261.091666666667,261080,96.832,120858,42.4533333333333,0.153333333333333,-0.546119230769231,319.997620567163,20771.691,3863.835,6.76666666666667,69.781847826087,44.6128260869565,88.1370652173913,0.714838709677419,0.771612903225806,142580
2021,2021-01-01,3865.70689917393,23.2024590163934,263.686333333333,260924,97.837,121727.333333333,57.79,0.133333333333333,-0.630284615384615,205.203760430274,21058.379,3840.228,6.23333333333333,75.041,47.7542222222222,95.3414444444445,1.20377049180328,1.28475409836066,143527
2021.25,2021-04-01,4183.6263640873,18,268.579666666667,261217,99.575,123216,66.09,0.173333333333333,-0.686456923076923,154.175881551465,21389.005,3777.719,5.93333333333333,82.8428571428571,54.4717582417583,104.697692307692,1.4165625,1.565625,145157
2021.5,2021-07-01,4421.58795166016,18.28734375,272.886333333333,261615.333333333,101.064,125161,70.6233333333333,0.226666666666667,-0.66025,170.222357034166,21571.421,3923.193,5.06666666666667,74.6292391304348,63.9178260869566,85.1147826086956,1.0990625,1.27515625,147239
2021.75,2021-10-01,4602.10889434814,19.27515625,278.719333333333,262024.333333333,102.579,127131.666666667,77.4466666666667,0.526666666666667,-0.591397857142857,171.408928076488,21960.388,4175.67,4.2,87.7944565217391,47.7314130434783,120.595,1.00161290322581,1.4791935483871,149185.333333333
2022,2022-01-01,4463.8554766255,25.3729032258065,284.844666666667,263323.333333333,103.303,128696,94.4533333333333,1.44333333333333,-0.477624166666667,174.988967525467,21903.85,4250.699,3.83333333333333,216.885,138.753222222222,296.050333333334,0.486612903225807,1.64177419354839,150742.333333333
