horizon,lower90,lower68,median,upper68,upper90,p,rho,alpha,application,information_set,info_set_label,shock
12,-0.00203428291516268,-0.00110907058880847,-0.000246283395277474,0.000483439559253571,0.00112043535509654,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
0,-0.000714118659718142,-0.000143807776568441,0.000689558953953772,0.00161591174063868,0.00233504175038948,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
1,8.27458848042885e-05,0.000976569381674993,0.0024354915422058,0.00414423231150436,0.00556316913135648,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
2,-0.00069758712155493,0.00035330206143145,0.00211537040622058,0.00427942053297342,0.00608702839316918,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
3,-0.00147949470431807,-0.000143830860365682,0.00203794949105697,0.00474082769738513,0.00720808470836191,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
4,-0.00257714451793632,-0.00105157543729867,0.00133870545316386,0.00421515482425021,0.00669381634365538,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
5,-0.00439564175706808,-0.00268639865930484,-0.000133178798889903,0.00275107269058452,0.00526311464130291,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
6,-0.0046013598588521,-0.00285111801035896,-0.000322476443511813,0.00250560976157186,0.00491413485533265,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
7,-0.00518367156398273,-0.00330579387824975,-0.000773640682261427,0.00197890940262152,0.00434699118227622,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
8,-0.00538679409387127,-0.00344597689652983,-0.000895652957405679,0.00176103106055089,0.00403740707476291,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
9,-0.00555678507834305,-0.00345269151177626,-0.000959606170909129,0.00157468181357004,0.00379234657566296,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
10,-0.00546481810439019,-0.00333152155321826,-0.000911346846841436,0.00149342029065184,0.0036521550892843,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
11,-0.00532281198011373,-0.0031492310679554,-0.000825151776923216,0.00145648048959048,0.00356183680650763,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
12,-0.0050944771250014,-0.00292064204645352,-0.000692516986590272,0.00145158740619659,0.00347720815717294,0.032044375,0.0505897868442961,0.99,dralacbn,monetary,Monetary,2001Q3
0,-0.00089395791660956,-0.000179832736490749,0.000859367217108702,0.00200627445604103,0.00290255727201334,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
1,0.000104597460785241,0.00122437224830595,0.00304280501077192,0.00513451289956587,0.00686658839954677,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
2,-0.000891178416633954,0.000448622619183418,0.00266933631178109,0.00534316780427332,0.00758913126370334,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
3,-0.00191365498073579,-0.000186654145542427,0.0025943818214324,0.00597509530909965,0.00904496674673116,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
4,-0.00336411486114231,-0.00136286930169025,0.00171216078666328,0.00533716637120564,0.00840282220518392,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
5,-0.00575649111195534,-0.00349636728652689,-0.000170399781982012,0.0035112804775302,0.00665355947507347,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
6,-0.00607835980890351,-0.00372000923399885,-0.000415704779045317,0.00319547851073914,0.00625007001481993,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
7,-0.00684888200973642,-0.00433575069050772,-0.000997692950935932,0.00253792495060893,0.00554092694669559,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
8,-0.0071777106201182,-0.00452049018746054,-0.00116050234127366,0.00225836465654257,0.00518549377636961,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
9,-0.00738022723068378,-0.00453565596461335,-0.00124068073343914,0.00202743707408857,0.00488615756594759,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
10,-0.00729209892777092,-0.00436463064874134,-0.00118602736512505,0.00193695864420658,0.00473762737563745,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
11,-0.00707718773892426,-0.00413067950828537,-0.00107048851485519,0.00187957376169293,0.00461193917715112,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
12,-0.00677302119487722,-0.00386028749710748,-0.000905197485486977,0.00186903463398304,0.00449975776848398,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,2001Q3
